 ,Label,Mean,Ch,Frame
140,Thingl-series-04.tif:0001-0306-0249:28,23298.74,2,14
141,Thingl-series-04.tif:0001-0262-0152:29,536.55,1,15
142,Thingl-series-04.tif:0001-0231-0194:29,216.49,1,15
143,Thingl-series-04.tif:0001-0259-0250:29,468.81,1,15
144,Thingl-series-04.tif:0001-0271-0379:29,256.32,1,15
145,Thingl-series-04.tif:0001-0306-0249:29,431.71,1,15
146,Thingl-series-04.tif:0001-0262-0152:30,23278.51,2,15
147,Thingl-series-04.tif:0001-0231-0194:30,23314.99,2,15
148,Thingl-series-04.tif:0001-0259-0250:30,23166.79,2,15
149,Thingl-series-04.tif:0001-0271-0379:30,23212.43,2,15
150,Thingl-series-04.tif:0001-0306-0249:30,23286.93,2,15
151,Thingl-series-04.tif:0001-0262-0152:31,534.13,1,16
152,Thingl-series-04.tif:0001-0231-0194:31,215.48,1,16
153,Thingl-series-04.tif:0001-0259-0250:31,467.91,1,16
154,Thingl-series-04.tif:0001-0271-0379:31,256.05,1,16
155,Thingl-series-04.tif:0001-0306-0249:31,429.75,1,16
156,Thingl-series-04.tif:0001-0262-0152:32,23283.80,2,16
157,Thingl-series-04.tif:0001-0231-0194:32,23485.98,2,16
158,Thingl-series-04.tif:0001-0259-0250:32,23258.04,2,16
159,Thingl-series-04.tif:0001-0271-0379:32,23270.75,2,16
160,Thingl-series-04.tif:0001-0306-0249:32,23219.28,2,16
161,Thingl-series-04.tif:0001-0262-0152:33,537.09,1,17
162,Thingl-series-04.tif:0001-0231-0194:33,216.94,1,17
163,Thingl-series-04.tif:0001-0259-0250:33,468.28,1,17
164,Thingl-series-04.tif:0001-0271-0379:33,258.51,1,17
165,Thingl-series-04.tif:0001-0306-0249:33,433.33,1,17
166,Thingl-series-04.tif:0001-0262-0152:34,23196.51,2,17
167,Thingl-series-04.tif:0001-0231-0194:34,23479.56,2,17
168,Thingl-series-04.tif:0001-0259-0250:34,23202.25,2,17
169,Thingl-series-04.tif:0001-0271-0379:34,23227.62,2,17
170,Thingl-series-04.tif:0001-0306-0249:34,23291.44,2,17
171,Thingl-series-04.tif:0001-0262-0152:35,533.94,1,18
172,Thingl-series-04.tif:0001-0231-0194:35,215.62,1,18
173,Thingl-series-04.tif:0001-0259-0250:35,468.28,1,18
174,Thingl-series-04.tif:0001-0271-0379:35,256.88,1,18
175,Thingl-series-04.tif:0001-0306-0249:35,429.31,1,18
176,Thingl-series-04.tif:0001-0262-0152:36,23268.04,2,18
177,Thingl-series-04.tif:0001-0231-0194:36,23214.89,2,18
178,Thingl-series-04.tif:0001-0259-0250:36,23200.30,2,18
179,Thingl-series-04.tif:0001-0271-0379:36,23267.74,2,18
180,Thingl-series-04.tif:0001-0306-0249:36,23132.20,2,18
181,Thingl-series-04.tif:0001-0262-0152:37,536.30,1,19
182,Thingl-series-04.tif:0001-0231-0194:37,217.17,1,19
183,Thingl-series-04.tif:0001-0259-0250:37,470.11,1,19
184,Thingl-series-04.tif:0001-0271-0379:37,257.65,1,19
185,Thingl-series-04.tif:0001-0306-0249:37,430.97,1,19
186,Thingl-series-04.tif:0001-0262-0152:38,23215.22,2,19
187,Thingl-series-04.tif:0001-0231-0194:38,23270.25,2,19
188,Thingl-series-04.tif:0001-0259-0250:38,23172.41,2,19
189,Thingl-series-04.tif:0001-0271-0379:38,23381.20,2,19
190,Thingl-series-04.tif:0001-0306-0249:38,23273.53,2,19
191,Thingl-series-04.tif:0001-0262-0152:39,535.75,1,20
192,Thingl-series-04.tif:0001-0231-0194:39,215.79,1,20
193,Thingl-series-04.tif:0001-0259-0250:39,468.30,1,20
194,Thingl-series-04.tif:0001-0271-0379:39,257.97,1,20
195,Thingl-series-04.tif:0001-0306-0249:39,431.26,1,20
196,Thingl-series-04.tif:0001-0262-0152:40,23184.08,2,20
197,Thingl-series-04.tif:0001-0231-0194:40,23255.81,2,20
198,Thingl-series-04.tif:0001-0259-0250:40,23122.99,2,20
199,Thingl-series-04.tif:0001-0271-0379:40,23238.36,2,20
200,Thingl-series-04.tif:0001-0306-0249:40,23121.45,2,20
201,Thingl-series-04.tif:0001-0262-0152:41,537.26,1,21
202,Thingl-series-04.tif:0001-0231-0194:41,217.61,1,21
203,Thingl-series-04.tif:0001-0259-0250:41,471.26,1,21
204,Thingl-series-04.tif:0001-0271-0379:41,259.04,1,21
205,Thingl-series-04.tif:0001-0306-0249:41,434.11,1,21
206,Thingl-series-04.tif:0001-0262-0152:42,23242.66,2,21
207,Thingl-series-04.tif:0001-0231-0194:42,23195.53,2,21
208,Thingl-series-04.tif:0001-0259-0250:42,23164.38,2,21
209,Thingl-series-04.tif:0001-0271-0379:42,23279.68,2,21
210,Thingl-series-04.tif:0001-0306-0249:42,23314.79,2,21
211,Thingl-series-04.tif:0001-0262-0152:43,532.00,1,22
212,Thingl-series-04.tif:0001-0231-0194:43,215.99,1,22
213,Thingl-series-04.tif:0001-0259-0250:43,468.89,1,22
214,Thingl-series-04.tif:0001-0271-0379:43,257.63,1,22
215,Thingl-series-04.tif:0001-0306-0249:43,429.52,1,22
216,Thingl-series-04.tif:0001-0262-0152:44,23346.54,2,22
217,Thingl-series-04.tif:0001-0231-0194:44,23305.09,2,22
218,Thingl-series-04.tif:0001-0259-0250:44,23034.07,2,22
219,Thingl-series-04.tif:0001-0271-0379:44,23174.83,2,22
220,Thingl-series-04.tif:0001-0306-0249:44,23400.58,2,22
221,Thingl-series-04.tif:0001-0262-0152:45,537.25,1,23
222,Thingl-series-04.tif:0001-0231-0194:45,215.13,1,23
223,Thingl-series-04.tif:0001-0259-0250:45,471.46,1,23
224,Thingl-series-04.tif:0001-0271-0379:45,258.94,1,23
225,Thingl-series-04.tif:0001-0306-0249:45,434.27,1,23
226,Thingl-series-04.tif:0001-0262-0152:46,23194.76,2,23
227,Thingl-series-04.tif:0001-0231-0194:46,23457.59,2,23
228,Thingl-series-04.tif:0001-0259-0250:46,23147.88,2,23
229,Thingl-series-04.tif:0001-0271-0379:46,23287.55,2,23
230,Thingl-series-04.tif:0001-0306-0249:46,23237.99,2,23
231,Thingl-series-04.tif:0001-0262-0152:47,534.84,1,24
232,Thingl-series-04.tif:0001-0231-0194:47,215.54,1,24
233,Thingl-series-04.tif:0001-0259-0250:47,468.90,1,24
234,Thingl-series-04.tif:0001-0271-0379:47,258.80,1,24
235,Thingl-series-04.tif:0001-0306-0249:47,430.87,1,24
236,Thingl-series-04.tif:0001-0262-0152:48,23330.80,2,24
237,Thingl-series-04.tif:0001-0231-0194:48,23344.15,2,24
238,Thingl-series-04.tif:0001-0259-0250:48,23189.76,2,24
239,Thingl-series-04.tif:0001-0271-0379:48,23242.51,2,24
240,Thingl-series-04.tif:0001-0306-0249:48,23201.07,2,24
241,Thingl-series-04.tif:0001-0262-0152:49,535.79,1,25
242,Thingl-series-04.tif:0001-0231-0194:49,217.66,1,25
243,Thingl-series-04.tif:0001-0259-0250:49,471.25,1,25
244,Thingl-series-04.tif:0001-0271-0379:49,262.21,1,25
245,Thingl-series-04.tif:0001-0306-0249:49,432.45,1,25
246,Thingl-series-04.tif:0001-0262-0152:50,23582.11,2,25
247,Thingl-series-04.tif:0001-0231-0194:50,24683.60,2,25
248,Thingl-series-04.tif:0001-0259-0250:50,23579.98,2,25
249,Thingl-series-04.tif:0001-0271-0379:50,23942.00,2,25
250,Thingl-series-04.tif:0001-0306-0249:50,23778.47,2,25
251,Thingl-series-04.tif:0001-0262-0152:51,547.75,1,26
252,Thingl-series-04.tif:0001-0231-0194:51,215.54,1,26
253,Thingl-series-04.tif:0001-0259-0250:51,462.36,1,26
254,Thingl-series-04.tif:0001-0271-0379:51,257.94,1,26
255,Thingl-series-04.tif:0001-0306-0249:51,440.91,1,26
256,Thingl-series-04.tif:0001-0262-0152:52,23329.64,2,26
257,Thingl-series-04.tif:0001-0231-0194:52,24412.36,2,26
258,Thingl-series-04.tif:0001-0259-0250:52,23316.22,2,26
259,Thingl-series-04.tif:0001-0271-0379:52,23631.63,2,26
260,Thingl-series-04.tif:0001-0306-0249:52,23345.18,2,26
261,Thingl-series-04.tif:0001-0262-0152:53,523.50,1,27
262,Thingl-series-04.tif:0001-0231-0194:53,194.08,1,27
263,Thingl-series-04.tif:0001-0259-0250:53,423.14,1,27
264,Thingl-series-04.tif:0001-0271-0379:53,230.42,1,27
265,Thingl-series-04.tif:0001-0306-0249:53,412.57,1,27
266,Thingl-series-04.tif:0001-0262-0152:54,22293.18,2,27
267,Thingl-series-04.tif:0001-0231-0194:54,22242.22,2,27
268,Thingl-series-04.tif:0001-0259-0250:54,22166.64,2,27
269,Thingl-series-04.tif:0001-0271-0379:54,22342.56,2,27
270,Thingl-series-04.tif:0001-0306-0249:54,22231.72,2,27
271,Thingl-series-04.tif:0001-0262-0152:55,495.53,1,28
272,Thingl-series-04.tif:0001-0231-0194:55,182.03,1,28
273,Thingl-series-04.tif:0001-0259-0250:55,400.94,1,28
274,Thingl-series-04.tif:0001-0271-0379:55,217.72,1,28
275,Thingl-series-04.tif:0001-0306-0249:55,389.53,1,28
276,Thingl-series-04.tif:0001-0262-0152:56,21811.16,2,28
277,Thingl-series-04.tif:0001-0231-0194:56,21736.87,2,28
278,Thingl-series-04.tif:0001-0259-0250:56,21633.32,2,28
279,Thingl-series-04.tif:0001-0271-0379:56,21699.69,2,28
280,Thingl-series-04.tif:0001-0306-0249:56,21774.81,2,28
281,Thingl-series-04.tif:0001-0262-0152:57,471.14,1,29
282,Thingl-series-04.tif:0001-0231-0194:57,173.88,1,29
283,Thingl-series-04.tif:0001-0259-0250:57,382.14,1,29
284,Thingl-series-04.tif:0001-0271-0379:57,208.75,1,29
285,Thingl-series-04.tif:0001-0306-0249:57,371.14,1,29
286,Thingl-series-04.tif:0001-0262-0152:58,21425.71,2,29
287,Thingl-series-04.tif:0001-0231-0194:58,21071.14,2,29
288,Thingl-series-04.tif:0001-0259-0250:58,21005.19,2,29
289,Thingl-series-04.tif:0001-0271-0379:58,21331.65,2,29
290,Thingl-series-04.tif:0001-0306-0249:58,21365.95,2,29
291,Thingl-series-04.tif:0001-0262-0152:59,457.40,1,30
292,Thingl-series-04.tif:0001-0231-0194:59,167.10,1,30
293,Thingl-series-04.tif:0001-0259-0250:59,373.40,1,30
294,Thingl-series-04.tif:0001-0271-0379:59,203.69,1,30
295,Thingl-series-04.tif:0001-0306-0249:59,357.83,1,30
296,Thingl-series-04.tif:0001-0262-0152:60,21174.92,2,30
297,Thingl-series-04.tif:0001-0231-0194:60,20785.98,2,30
298,Thingl-series-04.tif:0001-0259-0250:60,20693.00,2,30
299,Thingl-series-04.tif:0001-0271-0379:60,20792.24,2,30
300,Thingl-series-04.tif:0001-0306-0249:60,21117.30,2,30
301,Thingl-series-04.tif:0001-0262-0152:61,442.67,1,31
302,Thingl-series-04.tif:0001-0231-0194:61,162.35,1,31
303,Thingl-series-04.tif:0001-0259-0250:61,364.25,1,31
304,Thingl-series-04.tif:0001-0271-0379:61,198.13,1,31
305,Thingl-series-04.tif:0001-0306-0249:61,347.16,1,31
306,Thingl-series-04.tif:0001-0262-0152:62,20880.24,2,31
307,Thingl-series-04.tif:0001-0231-0194:62,20488.83,2,31
308,Thingl-series-04.tif:0001-0259-0250:62,20340.52,2,31
309,Thingl-series-04.tif:0001-0271-0379:62,20689.99,2,31
310,Thingl-series-04.tif:0001-0306-0249:62,20725.90,2,31
311,Thingl-series-04.tif:0001-0262-0152:63,433.18,1,32
312,Thingl-series-04.tif:0001-0231-0194:63,160.02,1,32
313,Thingl-series-04.tif:0001-0259-0250:63,360.08,1,32
314,Thingl-series-04.tif:0001-0271-0379:63,196.16,1,32
315,Thingl-series-04.tif:0001-0306-0249:63,339.89,1,32
316,Thingl-series-04.tif:0001-0262-0152:64,20799.09,2,32
317,Thingl-series-04.tif:0001-0231-0194:64,20334.94,2,32
318,Thingl-series-04.tif:0001-0259-0250:64,20132.46,2,32
319,Thingl-series-04.tif:0001-0271-0379:64,20426.68,2,32
320,Thingl-series-04.tif:0001-0306-0249:64,20535.92,2,32
321,Thingl-series-04.tif:0001-0262-0152:65,424.81,1,33
322,Thingl-series-04.tif:0001-0231-0194:65,156.14,1,33
323,Thingl-series-04.tif:0001-0259-0250:65,354.50,1,33
324,Thingl-series-04.tif:0001-0271-0379:65,191.97,1,33
325,Thingl-series-04.tif:0001-0306-0249:65,333.25,1,33
326,Thingl-series-04.tif:0001-0262-0152:66,20525.22,2,33
327,Thingl-series-04.tif:0001-0231-0194:66,20039.55,2,33
328,Thingl-series-04.tif:0001-0259-0250:66,19911.83,2,33
329,Thingl-series-04.tif:0001-0271-0379:66,20299.93,2,33
330,Thingl-series-04.tif:0001-0306-0249:66,20674.11,2,33
331,Thingl-series-04.tif:0001-0262-0152:67,419.97,1,34
332,Thingl-series-04.tif:0001-0231-0194:67,154.82,1,34
333,Thingl-series-04.tif:0001-0259-0250:67,353.08,1,34
334,Thingl-series-04.tif:0001-0271-0379:67,190.24,1,34
335,Thingl-series-04.tif:0001-0306-0249:67,329.60,1,34
336,Thingl-series-04.tif:0001-0262-0152:68,20529.81,2,34
337,Thingl-series-04.tif:0001-0231-0194:68,19795.03,2,34
338,Thingl-series-04.tif:0001-0259-0250:68,19914.63,2,34
339,Thingl-series-04.tif:0001-0271-0379:68,20077.46,2,34
340,Thingl-series-04.tif:0001-0306-0249:68,20387.48,2,34
341,Thingl-series-04.tif:0001-0262-0152:69,419.05,1,35
342,Thingl-series-04.tif:0001-0231-0194:69,153.36,1,35
343,Thingl-series-04.tif:0001-0259-0250:69,350.00,1,35
344,Thingl-series-04.tif:0001-0271-0379:69,188.91,1,35
345,Thingl-series-04.tif:0001-0306-0249:69,327.25,1,35
346,Thingl-series-04.tif:0001-0262-0152:70,20444.00,2,35
347,Thingl-series-04.tif:0001-0231-0194:70,19784.93,2,35
348,Thingl-series-04.tif:0001-0259-0250:70,19756.71,2,35
349,Thingl-series-04.tif:0001-0271-0379:70,20003.03,2,35
350,Thingl-series-04.tif:0001-0306-0249:70,20401.70,2,35
351,Thingl-series-04.tif:0001-0262-0152:71,415.08,1,36
352,Thingl-series-04.tif:0001-0231-0194:71,152.38,1,36
353,Thingl-series-04.tif:0001-0259-0250:71,346.74,1,36
354,Thingl-series-04.tif:0001-0271-0379:71,186.80,1,36
355,Thingl-series-04.tif:0001-0306-0249:71,324.16,1,36
356,Thingl-series-04.tif:0001-0262-0152:72,20300.26,2,36
357,Thingl-series-04.tif:0001-0231-0194:72,19668.05,2,36
358,Thingl-series-04.tif:0001-0259-0250:72,19762.37,2,36
359,Thingl-series-04.tif:0001-0271-0379:72,20127.83,2,36
360,Thingl-series-04.tif:0001-0306-0249:72,20321.82,2,36
361,Thingl-series-04.tif:0001-0262-0152:73,410.99,1,37
362,Thingl-series-04.tif:0001-0231-0194:73,152.25,1,37
363,Thingl-series-04.tif:0001-0259-0250:73,347.64,1,37
364,Thingl-series-04.tif:0001-0271-0379:73,187.67,1,37
365,Thingl-series-04.tif:0001-0306-0249:73,320.63,1,37
366,Thingl-series-04.tif:0001-0262-0152:74,20256.14,2,37
367,Thingl-series-04.tif:0001-0231-0194:74,19695.48,2,37
368,Thingl-series-04.tif:0001-0259-0250:74,19699.90,2,37
369,Thingl-series-04.tif:0001-0271-0379:74,20003.00,2,37
370,Thingl-series-04.tif:0001-0306-0249:74,20307.83,2,37
371,Thingl-series-04.tif:0001-0262-0152:75,407.91,1,38
372,Thingl-series-04.tif:0001-0231-0194:75,150.63,1,38
373,Thingl-series-04.tif:0001-0259-0250:75,344.65,1,38
374,Thingl-series-04.tif:0001-0271-0379:75,184.59,1,38
375,Thingl-series-04.tif:0001-0306-0249:75,317.87,1,38
376,Thingl-series-04.tif:0001-0262-0152:76,20283.98,2,38
377,Thingl-series-04.tif:0001-0231-0194:76,19461.82,2,38
378,Thingl-series-04.tif:0001-0259-0250:76,19633.28,2,38
379,Thingl-series-04.tif:0001-0271-0379:76,20054.11,2,38
380,Thingl-series-04.tif:0001-0306-0249:76,20090.38,2,38
381,Thingl-series-04.tif:0001-0262-0152:77,406.37,1,39
382,Thingl-series-04.tif:0001-0231-0194:77,151.01,1,39
383,Thingl-series-04.tif:0001-0259-0250:77,344.52,1,39
384,Thingl-series-04.tif:0001-0271-0379:77,185.85,1,39
385,Thingl-series-04.tif:0001-0306-0249:77,316.18,1,39
386,Thingl-series-04.tif:0001-0262-0152:78,20145.05,2,39
387,Thingl-series-04.tif:0001-0231-0194:78,19504.90,2,39
388,Thingl-series-04.tif:0001-0259-0250:78,19652.46,2,39
389,Thingl-series-04.tif:0001-0271-0379:78,19913.88,2,39
390,Thingl-series-04.tif:0001-0306-0249:78,20160.19,2,39
391,Thingl-series-04.tif:0001-0262-0152:79,404.39,1,40
392,Thingl-series-04.tif:0001-0231-0194:79,151.09,1,40
393,Thingl-series-04.tif:0001-0259-0250:79,341.68,1,40
394,Thingl-series-04.tif:0001-0271-0379:79,184.61,1,40
395,Thingl-series-04.tif:0001-0306-0249:79,314.17,1,40
396,Thingl-series-04.tif:0001-0262-0152:80,20216.15,2,40
397,Thingl-series-04.tif:0001-0231-0194:80,19643.35,2,40
398,Thingl-series-04.tif:0001-0259-0250:80,19562.03,2,40
399,Thingl-series-04.tif:0001-0271-0379:80,19782.67,2,40
400,Thingl-series-04.tif:0001-0306-0249:80,20061.14,2,40
401,Thingl-series-04.tif:0001-0262-0152:81,402.24,1,41
402,Thingl-series-04.tif:0001-0231-0194:81,150.47,1,41
403,Thingl-series-04.tif:0001-0259-0250:81,342.04,1,41
404,Thingl-series-04.tif:0001-0271-0379:81,184.59,1,41
405,Thingl-series-04.tif:0001-0306-0249:81,312.64,1,41
406,Thingl-series-04.tif:0001-0262-0152:82,20198.45,2,41
407,Thingl-series-04.tif:0001-0231-0194:82,19380.65,2,41
408,Thingl-series-04.tif:0001-0259-0250:82,19461.04,2,41
409,Thingl-series-04.tif:0001-0271-0379:82,19856.94,2,41
410,Thingl-series-04.tif:0001-0306-0249:82,20030.83,2,41
411,Thingl-series-04.tif:0001-0262-0152:83,398.66,1,42
412,Thingl-series-04.tif:0001-0231-0194:83,149.56,1,42
413,Thingl-series-04.tif:0001-0259-0250:83,340.85,1,42
414,Thingl-series-04.tif:0001-0271-0379:83,183.86,1,42
415,Thingl-series-04.tif:0001-0306-0249:83,309.04,1,42
416,Thingl-series-04.tif:0001-0262-0152:84,20096.36,2,42
