 ,Label,Mean,Ch,Frame
344,Thingl-series-05.tif:0001-0463-0136:43,380.81,1,22
345,Thingl-series-05.tif:0001-0238-0420:44,19546.50,2,22
346,Thingl-series-05.tif:0001-0091-0390:44,19688.28,2,22
347,Thingl-series-05.tif:0001-0064-0297:44,20568.83,2,22
348,Thingl-series-05.tif:0001-0083-0248:44,20183.88,2,22
349,Thingl-series-05.tif:0001-0061-0167:44,19794.82,2,22
350,Thingl-series-05.tif:0001-0383-0157:44,19220.53,2,22
351,Thingl-series-05.tif:0001-0398-0187:44,19796.98,2,22
352,Thingl-series-05.tif:0001-0463-0136:44,19588.66,2,22
353,Thingl-series-05.tif:0001-0238-0420:45,256.36,1,23
354,Thingl-series-05.tif:0001-0091-0390:45,278.00,1,23
355,Thingl-series-05.tif:0001-0064-0297:45,710.19,1,23
356,Thingl-series-05.tif:0001-0083-0248:45,703.86,1,23
357,Thingl-series-05.tif:0001-0061-0167:45,184.44,1,23
358,Thingl-series-05.tif:0001-0383-0157:45,191.15,1,23
359,Thingl-series-05.tif:0001-0398-0187:45,195.45,1,23
360,Thingl-series-05.tif:0001-0463-0136:45,380.96,1,23
361,Thingl-series-05.tif:0001-0238-0420:46,19812.20,2,23
362,Thingl-series-05.tif:0001-0091-0390:46,19779.93,2,23
363,Thingl-series-05.tif:0001-0064-0297:46,20574.84,2,23
364,Thingl-series-05.tif:0001-0083-0248:46,20170.46,2,23
365,Thingl-series-05.tif:0001-0061-0167:46,19786.63,2,23
366,Thingl-series-05.tif:0001-0383-0157:46,19137.98,2,23
367,Thingl-series-05.tif:0001-0398-0187:46,19839.12,2,23
368,Thingl-series-05.tif:0001-0463-0136:46,19667.95,2,23
369,Thingl-series-05.tif:0001-0238-0420:47,257.99,1,24
370,Thingl-series-05.tif:0001-0091-0390:47,280.53,1,24
371,Thingl-series-05.tif:0001-0064-0297:47,714.75,1,24
372,Thingl-series-05.tif:0001-0083-0248:47,707.44,1,24
373,Thingl-series-05.tif:0001-0061-0167:47,182.83,1,24
374,Thingl-series-05.tif:0001-0383-0157:47,189.60,1,24
375,Thingl-series-05.tif:0001-0398-0187:47,194.79,1,24
376,Thingl-series-05.tif:0001-0463-0136:47,379.46,1,24
377,Thingl-series-05.tif:0001-0238-0420:48,19656.09,2,24
378,Thingl-series-05.tif:0001-0091-0390:48,19651.21,2,24
379,Thingl-series-05.tif:0001-0064-0297:48,20577.09,2,24
380,Thingl-series-05.tif:0001-0083-0248:48,20066.57,2,24
381,Thingl-series-05.tif:0001-0061-0167:48,19756.31,2,24
382,Thingl-series-05.tif:0001-0383-0157:48,19195.57,2,24
383,Thingl-series-05.tif:0001-0398-0187:48,19725.38,2,24
384,Thingl-series-05.tif:0001-0463-0136:48,19542.12,2,24
385,Thingl-series-05.tif:0001-0238-0420:49,260.06,1,25
386,Thingl-series-05.tif:0001-0091-0390:49,279.98,1,25
387,Thingl-series-05.tif:0001-0064-0297:49,715.07,1,25
388,Thingl-series-05.tif:0001-0083-0248:49,708.09,1,25
389,Thingl-series-05.tif:0001-0061-0167:49,182.85,1,25
390,Thingl-series-05.tif:0001-0383-0157:49,190.90,1,25
391,Thingl-series-05.tif:0001-0398-0187:49,195.78,1,25
392,Thingl-series-05.tif:0001-0463-0136:49,380.89,1,25
393,Thingl-series-05.tif:0001-0238-0420:50,19691.96,2,25
394,Thingl-series-05.tif:0001-0091-0390:50,19670.49,2,25
395,Thingl-series-05.tif:0001-0064-0297:50,20568.79,2,25
396,Thingl-series-05.tif:0001-0083-0248:50,20161.31,2,25
397,Thingl-series-05.tif:0001-0061-0167:50,19750.11,2,25
398,Thingl-series-05.tif:0001-0383-0157:50,19061.15,2,25
399,Thingl-series-05.tif:0001-0398-0187:50,19654.25,2,25
400,Thingl-series-05.tif:0001-0463-0136:50,19477.61,2,25
401,Thingl-series-05.tif:0001-0238-0420:51,259.56,1,26
402,Thingl-series-05.tif:0001-0091-0390:51,280.19,1,26
403,Thingl-series-05.tif:0001-0064-0297:51,715.97,1,26
404,Thingl-series-05.tif:0001-0083-0248:51,709.56,1,26
405,Thingl-series-05.tif:0001-0061-0167:51,182.92,1,26
406,Thingl-series-05.tif:0001-0383-0157:51,189.99,1,26
407,Thingl-series-05.tif:0001-0398-0187:51,194.75,1,26
408,Thingl-series-05.tif:0001-0463-0136:51,377.36,1,26
409,Thingl-series-05.tif:0001-0238-0420:52,19644.08,2,26
410,Thingl-series-05.tif:0001-0091-0390:52,19612.09,2,26
411,Thingl-series-05.tif:0001-0064-0297:52,20469.43,2,26
412,Thingl-series-05.tif:0001-0083-0248:52,20097.17,2,26
413,Thingl-series-05.tif:0001-0061-0167:52,19876.61,2,26
414,Thingl-series-05.tif:0001-0383-0157:52,19129.68,2,26
415,Thingl-series-05.tif:0001-0398-0187:52,19578.45,2,26
416,Thingl-series-05.tif:0001-0463-0136:52,19601.85,2,26
