 ,Label,Mean,Ch,Frame
30,Thingl-series-03.tif:0001-0214-0245:8,22896.08,2,4
31,Thingl-series-03.tif:0001-0250-0231:8,22924.79,2,4
32,Thingl-series-03.tif:0001-0298-0345:8,23009.98,2,4
33,Thingl-series-03.tif:0001-0097-0197:9,826.39,1,5
34,Thingl-series-03.tif:0001-0214-0245:9,645.23,1,5
35,Thingl-series-03.tif:0001-0250-0231:9,651.38,1,5
36,Thingl-series-03.tif:0001-0298-0345:9,363.70,1,5
37,Thingl-series-03.tif:0001-0097-0197:10,22979.17,2,5
38,Thingl-series-03.tif:0001-0214-0245:10,22936.45,2,5
39,Thingl-series-03.tif:0001-0250-0231:10,22875.64,2,5
40,Thingl-series-03.tif:0001-0298-0345:10,22989.53,2,5
41,Thingl-series-03.tif:0001-0097-0197:11,828.33,1,6
42,Thingl-series-03.tif:0001-0214-0245:11,649.08,1,6
43,Thingl-series-03.tif:0001-0250-0231:11,652.78,1,6
44,Thingl-series-03.tif:0001-0298-0345:11,365.08,1,6
45,Thingl-series-03.tif:0001-0097-0197:12,23046.98,2,6
46,Thingl-series-03.tif:0001-0214-0245:12,22939.97,2,6
47,Thingl-series-03.tif:0001-0250-0231:12,22928.06,2,6
48,Thingl-series-03.tif:0001-0298-0345:12,23207.21,2,6
49,Thingl-series-03.tif:0001-0097-0197:13,774.06,1,7
50,Thingl-series-03.tif:0001-0214-0245:13,601.18,1,7
51,Thingl-series-03.tif:0001-0250-0231:13,597.79,1,7
52,Thingl-series-03.tif:0001-0298-0345:13,310.87,1,7
53,Thingl-series-03.tif:0001-0097-0197:14,22369.21,2,7
54,Thingl-series-03.tif:0001-0214-0245:14,22357.57,2,7
55,Thingl-series-03.tif:0001-0250-0231:14,22276.65,2,7
56,Thingl-series-03.tif:0001-0298-0345:14,22250.72,2,7
57,Thingl-series-03.tif:0001-0097-0197:15,729.23,1,8
58,Thingl-series-03.tif:0001-0214-0245:15,576.21,1,8
59,Thingl-series-03.tif:0001-0250-0231:15,570.67,1,8
60,Thingl-series-03.tif:0001-0298-0345:15,291.62,1,8
61,Thingl-series-03.tif:0001-0097-0197:16,21721.27,2,8
62,Thingl-series-03.tif:0001-0214-0245:16,21994.16,2,8
63,Thingl-series-03.tif:0001-0250-0231:16,21931.60,2,8
64,Thingl-series-03.tif:0001-0298-0345:16,21597.61,2,8
65,Thingl-series-03.tif:0001-0097-0197:17,715.64,1,9
66,Thingl-series-03.tif:0001-0214-0245:17,570.12,1,9
67,Thingl-series-03.tif:0001-0250-0231:17,565.63,1,9
68,Thingl-series-03.tif:0001-0298-0345:17,286.74,1,9
69,Thingl-series-03.tif:0001-0097-0197:18,21253.06,2,9
70,Thingl-series-03.tif:0001-0214-0245:18,21660.10,2,9
71,Thingl-series-03.tif:0001-0250-0231:18,21609.16,2,9
72,Thingl-series-03.tif:0001-0298-0345:18,21182.15,2,9
73,Thingl-series-03.tif:0001-0097-0197:19,698.79,1,10
74,Thingl-series-03.tif:0001-0214-0245:19,560.29,1,10
75,Thingl-series-03.tif:0001-0250-0231:19,558.06,1,10
76,Thingl-series-03.tif:0001-0298-0345:19,282.57,1,10
77,Thingl-series-03.tif:0001-0097-0197:20,20911.87,2,10
78,Thingl-series-03.tif:0001-0214-0245:20,21462.67,2,10
79,Thingl-series-03.tif:0001-0250-0231:20,21349.82,2,10
80,Thingl-series-03.tif:0001-0298-0345:20,20869.11,2,10
81,Thingl-series-03.tif:0001-0097-0197:21,695.23,1,11
82,Thingl-series-03.tif:0001-0214-0245:21,559.82,1,11
83,Thingl-series-03.tif:0001-0250-0231:21,559.72,1,11
84,Thingl-series-03.tif:0001-0298-0345:21,286.44,1,11
85,Thingl-series-03.tif:0001-0097-0197:22,20679.09,2,11
86,Thingl-series-03.tif:0001-0214-0245:22,21225.98,2,11
87,Thingl-series-03.tif:0001-0250-0231:22,21101.40,2,11
88,Thingl-series-03.tif:0001-0298-0345:22,20601.50,2,11
89,Thingl-series-03.tif:0001-0097-0197:23,685.68,1,12
90,Thingl-series-03.tif:0001-0214-0245:23,554.68,1,12
91,Thingl-series-03.tif:0001-0250-0231:23,552.73,1,12
92,Thingl-series-03.tif:0001-0298-0345:23,283.76,1,12
93,Thingl-series-03.tif:0001-0097-0197:24,20458.67,2,12
94,Thingl-series-03.tif:0001-0214-0245:24,21108.82,2,12
95,Thingl-series-03.tif:0001-0250-0231:24,20945.33,2,12
96,Thingl-series-03.tif:0001-0298-0345:24,20425.03,2,12
97,Thingl-series-03.tif:0001-0097-0197:25,680.21,1,13
98,Thingl-series-03.tif:0001-0214-0245:25,549.77,1,13
99,Thingl-series-03.tif:0001-0250-0231:25,547.91,1,13
100,Thingl-series-03.tif:0001-0298-0345:25,281.89,1,13
101,Thingl-series-03.tif:0001-0097-0197:26,20375.43,2,13
102,Thingl-series-03.tif:0001-0214-0245:26,20896.27,2,13
103,Thingl-series-03.tif:0001-0250-0231:26,20792.64,2,13
104,Thingl-series-03.tif:0001-0298-0345:26,20342.93,2,13
105,Thingl-series-03.tif:0001-0097-0197:27,671.25,1,14
106,Thingl-series-03.tif:0001-0214-0245:27,544.09,1,14
107,Thingl-series-03.tif:0001-0250-0231:27,541.01,1,14
108,Thingl-series-03.tif:0001-0298-0345:27,278.90,1,14
109,Thingl-series-03.tif:0001-0097-0197:28,20252.15,2,14
110,Thingl-series-03.tif:0001-0214-0245:28,20889.06,2,14
111,Thingl-series-03.tif:0001-0250-0231:28,20686.86,2,14
112,Thingl-series-03.tif:0001-0298-0345:28,20171.16,2,14
113,Thingl-series-03.tif:0001-0097-0197:29,667.83,1,15
114,Thingl-series-03.tif:0001-0214-0245:29,541.80,1,15
115,Thingl-series-03.tif:0001-0250-0231:29,537.85,1,15
116,Thingl-series-03.tif:0001-0298-0345:29,277.95,1,15
117,Thingl-series-03.tif:0001-0097-0197:30,20209.02,2,15
118,Thingl-series-03.tif:0001-0214-0245:30,20784.88,2,15
119,Thingl-series-03.tif:0001-0250-0231:30,20554.41,2,15
120,Thingl-series-03.tif:0001-0298-0345:30,20109.41,2,15
121,Thingl-series-03.tif:0001-0097-0197:31,662.34,1,16
122,Thingl-series-03.tif:0001-0214-0245:31,537.23,1,16
123,Thingl-series-03.tif:0001-0250-0231:31,532.55,1,16
124,Thingl-series-03.tif:0001-0298-0345:31,276.02,1,16
125,Thingl-series-03.tif:0001-0097-0197:32,20147.19,2,16
126,Thingl-series-03.tif:0001-0214-0245:32,20728.75,2,16
127,Thingl-series-03.tif:0001-0250-0231:32,20559.81,2,16
128,Thingl-series-03.tif:0001-0298-0345:32,19982.56,2,16
129,Thingl-series-03.tif:0001-0097-0197:33,658.25,1,17
130,Thingl-series-03.tif:0001-0214-0245:33,537.42,1,17
131,Thingl-series-03.tif:0001-0250-0231:33,532.43,1,17
132,Thingl-series-03.tif:0001-0298-0345:33,276.05,1,17
133,Thingl-series-03.tif:0001-0097-0197:34,20193.93,2,17
134,Thingl-series-03.tif:0001-0214-0245:34,20633.22,2,17
135,Thingl-series-03.tif:0001-0250-0231:34,20501.38,2,17
136,Thingl-series-03.tif:0001-0298-0345:34,20029.47,2,17
137,Thingl-series-03.tif:0001-0097-0197:35,658.78,1,18
138,Thingl-series-03.tif:0001-0214-0245:35,536.41,1,18
139,Thingl-series-03.tif:0001-0250-0231:35,530.36,1,18
140,Thingl-series-03.tif:0001-0298-0345:35,275.70,1,18
141,Thingl-series-03.tif:0001-0097-0197:36,20049.23,2,18
142,Thingl-series-03.tif:0001-0214-0245:36,20615.71,2,18
143,Thingl-series-03.tif:0001-0250-0231:36,20321.28,2,18
144,Thingl-series-03.tif:0001-0298-0345:36,19897.92,2,18
145,Thingl-series-03.tif:0001-0097-0197:37,654.48,1,19
146,Thingl-series-03.tif:0001-0214-0245:37,536.09,1,19
147,Thingl-series-03.tif:0001-0250-0231:37,530.28,1,19
148,Thingl-series-03.tif:0001-0298-0345:37,276.12,1,19
149,Thingl-series-03.tif:0001-0097-0197:38,20029.61,2,19
150,Thingl-series-03.tif:0001-0214-0245:38,20565.21,2,19
151,Thingl-series-03.tif:0001-0250-0231:38,20341.15,2,19
152,Thingl-series-03.tif:0001-0298-0345:38,19884.34,2,19
153,Thingl-series-03.tif:0001-0097-0197:39,653.86,1,20
154,Thingl-series-03.tif:0001-0214-0245:39,536.28,1,20
155,Thingl-series-03.tif:0001-0250-0231:39,530.60,1,20
156,Thingl-series-03.tif:0001-0298-0345:39,275.93,1,20
157,Thingl-series-03.tif:0001-0097-0197:40,20006.10,2,20
158,Thingl-series-03.tif:0001-0214-0245:40,20574.82,2,20
159,Thingl-series-03.tif:0001-0250-0231:40,20366.14,2,20
160,Thingl-series-03.tif:0001-0298-0345:40,19840.12,2,20
161,Thingl-series-03.tif:0001-0097-0197:41,648.58,1,21
162,Thingl-series-03.tif:0001-0214-0245:41,534.07,1,21
163,Thingl-series-03.tif:0001-0250-0231:41,525.97,1,21
164,Thingl-series-03.tif:0001-0298-0345:41,274.23,1,21
165,Thingl-series-03.tif:0001-0097-0197:42,19916.22,2,21
166,Thingl-series-03.tif:0001-0214-0245:42,20449.53,2,21
167,Thingl-series-03.tif:0001-0250-0231:42,20308.83,2,21
168,Thingl-series-03.tif:0001-0298-0345:42,19771.76,2,21
169,Thingl-series-03.tif:0001-0097-0197:43,649.92,1,22
170,Thingl-series-03.tif:0001-0214-0245:43,535.59,1,22
171,Thingl-series-03.tif:0001-0250-0231:43,527.06,1,22
172,Thingl-series-03.tif:0001-0298-0345:43,275.08,1,22
173,Thingl-series-03.tif:0001-0097-0197:44,19945.32,2,22
174,Thingl-series-03.tif:0001-0214-0245:44,20494.91,2,22
175,Thingl-series-03.tif:0001-0250-0231:44,20260.06,2,22
176,Thingl-series-03.tif:0001-0298-0345:44,19813.85,2,22
177,Thingl-series-03.tif:0001-0097-0197:45,647.11,1,23
178,Thingl-series-03.tif:0001-0214-0245:45,533.81,1,23
179,Thingl-series-03.tif:0001-0250-0231:45,527.47,1,23
180,Thingl-series-03.tif:0001-0298-0345:45,276.48,1,23
181,Thingl-series-03.tif:0001-0097-0197:46,19912.64,2,23
182,Thingl-series-03.tif:0001-0214-0245:46,20540.51,2,23
183,Thingl-series-03.tif:0001-0250-0231:46,20327.45,2,23
184,Thingl-series-03.tif:0001-0298-0345:46,19648.22,2,23
185,Thingl-series-03.tif:0001-0097-0197:47,648.81,1,24
186,Thingl-series-03.tif:0001-0214-0245:47,536.34,1,24
187,Thingl-series-03.tif:0001-0250-0231:47,528.52,1,24
188,Thingl-series-03.tif:0001-0298-0345:47,277.32,1,24
189,Thingl-series-03.tif:0001-0097-0197:48,19997.36,2,24
190,Thingl-series-03.tif:0001-0214-0245:48,20433.85,2,24
191,Thingl-series-03.tif:0001-0250-0231:48,20164.05,2,24
192,Thingl-series-03.tif:0001-0298-0345:48,19702.70,2,24
193,Thingl-series-03.tif:0001-0097-0197:49,644.77,1,25
194,Thingl-series-03.tif:0001-0214-0245:49,532.74,1,25
195,Thingl-series-03.tif:0001-0250-0231:49,523.21,1,25
196,Thingl-series-03.tif:0001-0298-0345:49,274.94,1,25
197,Thingl-series-03.tif:0001-0097-0197:50,19959.20,2,25
198,Thingl-series-03.tif:0001-0214-0245:50,20483.10,2,25
199,Thingl-series-03.tif:0001-0250-0231:50,20200.82,2,25
200,Thingl-series-03.tif:0001-0298-0345:50,19725.22,2,25
201,Thingl-series-03.tif:0001-0097-0197:51,646.68,1,26
202,Thingl-series-03.tif:0001-0214-0245:51,534.91,1,26
203,Thingl-series-03.tif:0001-0250-0231:51,525.36,1,26
204,Thingl-series-03.tif:0001-0298-0345:51,276.83,1,26
205,Thingl-series-03.tif:0001-0097-0197:52,19895.37,2,26
206,Thingl-series-03.tif:0001-0214-0245:52,20403.25,2,26
207,Thingl-series-03.tif:0001-0250-0231:52,20221.29,2,26
208,Thingl-series-03.tif:0001-0298-0345:52,19761.17,2,26
209,Thingl-series-03.tif:0001-0097-0197:53,642.51,1,27
210,Thingl-series-03.tif:0001-0214-0245:53,532.91,1,27
211,Thingl-series-03.tif:0001-0250-0231:53,520.43,1,27
212,Thingl-series-03.tif:0001-0298-0345:53,272.75,1,27
213,Thingl-series-03.tif:0001-0097-0197:54,19885.61,2,27
214,Thingl-series-03.tif:0001-0214-0245:54,20351.31,2,27
215,Thingl-series-03.tif:0001-0250-0231:54,20260.16,2,27
216,Thingl-series-03.tif:0001-0298-0345:54,19675.20,2,27
217,Thingl-series-03.tif:0001-0097-0197:55,644.12,1,28
218,Thingl-series-03.tif:0001-0214-0245:55,533.53,1,28
219,Thingl-series-03.tif:0001-0250-0231:55,522.78,1,28
220,Thingl-series-03.tif:0001-0298-0345:55,275.36,1,28
221,Thingl-series-03.tif:0001-0097-0197:56,19861.36,2,28
222,Thingl-series-03.tif:0001-0214-0245:56,20326.64,2,28
223,Thingl-series-03.tif:0001-0250-0231:56,20160.30,2,28
224,Thingl-series-03.tif:0001-0298-0345:56,19607.03,2,28
225,Thingl-series-03.tif:0001-0097-0197:57,642.28,1,29
226,Thingl-series-03.tif:0001-0214-0245:57,531.18,1,29
227,Thingl-series-03.tif:0001-0250-0231:57,518.49,1,29
228,Thingl-series-03.tif:0001-0298-0345:57,273.97,1,29
229,Thingl-series-03.tif:0001-0097-0197:58,19865.07,2,29
230,Thingl-series-03.tif:0001-0214-0245:58,20356.62,2,29
231,Thingl-series-03.tif:0001-0250-0231:58,20150.34,2,29
232,Thingl-series-03.tif:0001-0298-0345:58,19511.57,2,29
233,Thingl-series-03.tif:0001-0097-0197:59,639.98,1,30
234,Thingl-series-03.tif:0001-0214-0245:59,532.25,1,30
235,Thingl-series-03.tif:0001-0250-0231:59,520.11,1,30
236,Thingl-series-03.tif:0001-0298-0345:59,274.38,1,30
237,Thingl-series-03.tif:0001-0097-0197:60,19868.24,2,30
238,Thingl-series-03.tif:0001-0214-0245:60,20309.52,2,30
239,Thingl-series-03.tif:0001-0250-0231:60,20040.63,2,30
240,Thingl-series-03.tif:0001-0298-0345:60,19637.67,2,30
241,Thingl-series-03.tif:0001-0097-0197:61,642.85,1,31
242,Thingl-series-03.tif:0001-0214-0245:61,530.93,1,31
243,Thingl-series-03.tif:0001-0250-0231:61,517.65,1,31
244,Thingl-series-03.tif:0001-0298-0345:61,272.67,1,31
245,Thingl-series-03.tif:0001-0097-0197:62,19931.37,2,31
246,Thingl-series-03.tif:0001-0214-0245:62,20353.17,2,31
247,Thingl-series-03.tif:0001-0250-0231:62,20148.75,2,31
248,Thingl-series-03.tif:0001-0298-0345:62,19650.93,2,31
249,Thingl-series-03.tif:0001-0097-0197:63,639.26,1,32
250,Thingl-series-03.tif:0001-0214-0245:63,530.08,1,32
251,Thingl-series-03.tif:0001-0250-0231:63,515.43,1,32
252,Thingl-series-03.tif:0001-0298-0345:63,272.75,1,32
253,Thingl-series-03.tif:0001-0097-0197:64,19957.79,2,32
254,Thingl-series-03.tif:0001-0214-0245:64,20336.96,2,32
255,Thingl-series-03.tif:0001-0250-0231:64,20102.66,2,32
256,Thingl-series-03.tif:0001-0298-0345:64,19596.21,2,32
257,Thingl-series-03.tif:0001-0097-0197:65,643.12,1,33
258,Thingl-series-03.tif:0001-0214-0245:65,533.91,1,33
259,Thingl-series-03.tif:0001-0250-0231:65,520.01,1,33
260,Thingl-series-03.tif:0001-0298-0345:65,275.47,1,33
261,Thingl-series-03.tif:0001-0097-0197:66,19941.69,2,33
262,Thingl-series-03.tif:0001-0214-0245:66,20345.33,2,33
263,Thingl-series-03.tif:0001-0250-0231:66,20216.20,2,33
264,Thingl-series-03.tif:0001-0298-0345:66,19635.41,2,33
265,Thingl-series-03.tif:0001-0097-0197:67,640.93,1,34
266,Thingl-series-03.tif:0001-0214-0245:67,531.67,1,34
267,Thingl-series-03.tif:0001-0250-0231:67,518.11,1,34
268,Thingl-series-03.tif:0001-0298-0345:67,276.45,1,34
269,Thingl-series-03.tif:0001-0097-0197:68,19949.68,2,34
270,Thingl-series-03.tif:0001-0214-0245:68,20284.31,2,34
271,Thingl-series-03.tif:0001-0250-0231:68,20087.46,2,34
272,Thingl-series-03.tif:0001-0298-0345:68,19546.47,2,34
273,Thingl-series-03.tif:0001-0097-0197:69,643.01,1,35
274,Thingl-series-03.tif:0001-0214-0245:69,532.58,1,35
275,Thingl-series-03.tif:0001-0250-0231:69,519.37,1,35
276,Thingl-series-03.tif:0001-0298-0345:69,274.31,1,35
277,Thingl-series-03.tif:0001-0097-0197:70,19871.22,2,35
278,Thingl-series-03.tif:0001-0214-0245:70,20293.80,2,35
279,Thingl-series-03.tif:0001-0250-0231:70,20103.58,2,35
280,Thingl-series-03.tif:0001-0298-0345:70,19559.68,2,35
281,Thingl-series-03.tif:0001-0097-0197:71,639.22,1,36
282,Thingl-series-03.tif:0001-0214-0245:71,530.61,1,36
283,Thingl-series-03.tif:0001-0250-0231:71,516.28,1,36
284,Thingl-series-03.tif:0001-0298-0345:71,274.26,1,36
285,Thingl-series-03.tif:0001-0097-0197:72,19922.94,2,36
286,Thingl-series-03.tif:0001-0214-0245:72,20247.71,2,36
287,Thingl-series-03.tif:0001-0250-0231:72,20099.39,2,36
288,Thingl-series-03.tif:0001-0298-0345:72,19713.98,2,36
289,Thingl-series-03.tif:0001-0097-0197:73,641.48,1,37
290,Thingl-series-03.tif:0001-0214-0245:73,532.64,1,37
291,Thingl-series-03.tif:0001-0250-0231:73,517.91,1,37
292,Thingl-series-03.tif:0001-0298-0345:73,275.43,1,37
293,Thingl-series-03.tif:0001-0097-0197:74,19909.31,2,37
294,Thingl-series-03.tif:0001-0214-0245:74,20242.71,2,37
295,Thingl-series-03.tif:0001-0250-0231:74,20035.40,2,37
296,Thingl-series-03.tif:0001-0298-0345:74,19514.97,2,37
297,Thingl-series-03.tif:0001-0097-0197:75,640.02,1,38
298,Thingl-series-03.tif:0001-0214-0245:75,530.27,1,38
299,Thingl-series-03.tif:0001-0250-0231:75,515.52,1,38
300,Thingl-series-03.tif:0001-0298-0345:75,274.45,1,38
301,Thingl-series-03.tif:0001-0097-0197:76,19942.82,2,38
302,Thingl-series-03.tif:0001-0214-0245:76,20315.68,2,38
303,Thingl-series-03.tif:0001-0250-0231:76,20117.18,2,38
304,Thingl-series-03.tif:0001-0298-0345:76,19551.84,2,38
305,Thingl-series-03.tif:0001-0097-0197:77,642.57,1,39
306,Thingl-series-03.tif:0001-0214-0245:77,533.42,1,39
307,Thingl-series-03.tif:0001-0250-0231:77,519.48,1,39
308,Thingl-series-03.tif:0001-0298-0345:77,276.19,1,39
309,Thingl-series-03.tif:0001-0097-0197:78,19943.03,2,39
310,Thingl-series-03.tif:0001-0214-0245:78,20212.09,2,39
311,Thingl-series-03.tif:0001-0250-0231:78,20151.58,2,39
312,Thingl-series-03.tif:0001-0298-0345:78,19568.25,2,39
313,Thingl-series-03.tif:0001-0097-0197:79,640.35,1,40
314,Thingl-series-03.tif:0001-0214-0245:79,530.02,1,40
315,Thingl-series-03.tif:0001-0250-0231:79,515.53,1,40
316,Thingl-series-03.tif:0001-0298-0345:79,274.97,1,40
317,Thingl-series-03.tif:0001-0097-0197:80,19928.09,2,40
318,Thingl-series-03.tif:0001-0214-0245:80,20274.06,2,40
319,Thingl-series-03.tif:0001-0250-0231:80,20100.63,2,40
320,Thingl-series-03.tif:0001-0298-0345:80,19373.56,2,40
321,Thingl-series-03.tif:0001-0097-0197:81,640.47,1,41
322,Thingl-series-03.tif:0001-0214-0245:81,533.18,1,41
323,Thingl-series-03.tif:0001-0250-0231:81,518.28,1,41
324,Thingl-series-03.tif:0001-0298-0345:81,277.48,1,41
325,Thingl-series-03.tif:0001-0097-0197:82,19945.91,2,41
326,Thingl-series-03.tif:0001-0214-0245:82,20300.07,2,41
327,Thingl-series-03.tif:0001-0250-0231:82,20155.35,2,41
328,Thingl-series-03.tif:0001-0298-0345:82,19451.67,2,41
329,Thingl-series-03.tif:0001-0097-0197:83,640.39,1,42
330,Thingl-series-03.tif:0001-0214-0245:83,530.85,1,42
331,Thingl-series-03.tif:0001-0250-0231:83,515.02,1,42
332,Thingl-series-03.tif:0001-0298-0345:83,273.79,1,42
333,Thingl-series-03.tif:0001-0097-0197:84,19965.84,2,42
334,Thingl-series-03.tif:0001-0214-0245:84,20228.00,2,42
335,Thingl-series-03.tif:0001-0250-0231:84,20029.71,2,42
336,Thingl-series-03.tif:0001-0298-0345:84,19462.31,2,42
337,Thingl-series-03.tif:0001-0097-0197:85,639.07,1,43
338,Thingl-series-03.tif:0001-0214-0245:85,531.79,1,43
339,Thingl-series-03.tif:0001-0250-0231:85,516.23,1,43
340,Thingl-series-03.tif:0001-0298-0345:85,275.64,1,43
341,Thingl-series-03.tif:0001-0097-0197:86,19878.20,2,43
342,Thingl-series-03.tif:0001-0214-0245:86,20262.66,2,43
343,Thingl-series-03.tif:0001-0250-0231:86,20084.20,2,43
344,Thingl-series-03.tif:0001-0298-0345:86,19563.43,2,43
345,Thingl-series-03.tif:0001-0097-0197:87,639.41,1,44
346,Thingl-series-03.tif:0001-0214-0245:87,530.76,1,44
347,Thingl-series-03.tif:0001-0250-0231:87,512.40,1,44
348,Thingl-series-03.tif:0001-0298-0345:87,271.88,1,44
349,Thingl-series-03.tif:0001-0097-0197:88,19892.99,2,44
350,Thingl-series-03.tif:0001-0214-0245:88,20301.98,2,44
351,Thingl-series-03.tif:0001-0250-0231:88,20047.15,2,44
352,Thingl-series-03.tif:0001-0298-0345:88,19517.62,2,44
353,Thingl-series-03.tif:0001-0097-0197:89,637.81,1,45
354,Thingl-series-03.tif:0001-0214-0245:89,528.64,1,45
355,Thingl-series-03.tif:0001-0250-0231:89,511.08,1,45
356,Thingl-series-03.tif:0001-0298-0345:89,271.29,1,45
357,Thingl-series-03.tif:0001-0097-0197:90,19882.73,2,45
358,Thingl-series-03.tif:0001-0214-0245:90,20242.50,2,45
359,Thingl-series-03.tif:0001-0250-0231:90,20112.87,2,45
360,Thingl-series-03.tif:0001-0298-0345:90,19476.32,2,45
361,Thingl-series-03.tif:0001-0097-0197:91,639.42,1,46
362,Thingl-series-03.tif:0001-0214-0245:91,530.52,1,46
363,Thingl-series-03.tif:0001-0250-0231:91,512.93,1,46
364,Thingl-series-03.tif:0001-0298-0345:91,271.63,1,46
365,Thingl-series-03.tif:0001-0097-0197:92,19893.62,2,46
366,Thingl-series-03.tif:0001-0214-0245:92,20230.69,2,46
367,Thingl-series-03.tif:0001-0250-0231:92,20076.88,2,46
368,Thingl-series-03.tif:0001-0298-0345:92,19609.34,2,46
369,Thingl-series-03.tif:0001-0097-0197:93,636.64,1,47
370,Thingl-series-03.tif:0001-0214-0245:93,528.21,1,47
371,Thingl-series-03.tif:0001-0250-0231:93,511.15,1,47
372,Thingl-series-03.tif:0001-0298-0345:93,270.58,1,47
373,Thingl-series-03.tif:0001-0097-0197:94,19929.13,2,47
374,Thingl-series-03.tif:0001-0214-0245:94,20233.07,2,47
375,Thingl-series-03.tif:0001-0250-0231:94,19888.37,2,47
376,Thingl-series-03.tif:0001-0298-0345:94,19445.89,2,47
377,Thingl-series-03.tif:0001-0097-0197:95,639.40,1,48
378,Thingl-series-03.tif:0001-0214-0245:95,529.40,1,48
379,Thingl-series-03.tif:0001-0250-0231:95,512.13,1,48
380,Thingl-series-03.tif:0001-0298-0345:95,271.76,1,48
381,Thingl-series-03.tif:0001-0097-0197:96,19850.15,2,48
382,Thingl-series-03.tif:0001-0214-0245:96,20219.46,2,48
383,Thingl-series-03.tif:0001-0250-0231:96,20050.08,2,48
384,Thingl-series-03.tif:0001-0298-0345:96,19438.08,2,48
385,Thingl-series-03.tif:0001-0097-0197:97,636.38,1,49
386,Thingl-series-03.tif:0001-0214-0245:97,527.20,1,49
387,Thingl-series-03.tif:0001-0250-0231:97,509.90,1,49
388,Thingl-series-03.tif:0001-0298-0345:97,268.77,1,49
389,Thingl-series-03.tif:0001-0097-0197:98,19899.28,2,49
390,Thingl-series-03.tif:0001-0214-0245:98,20264.27,2,49
391,Thingl-series-03.tif:0001-0250-0231:98,20076.42,2,49
392,Thingl-series-03.tif:0001-0298-0345:98,19595.28,2,49
393,Thingl-series-03.tif:0001-0097-0197:99,638.30,1,50
394,Thingl-series-03.tif:0001-0214-0245:99,530.00,1,50
395,Thingl-series-03.tif:0001-0250-0231:99,512.44,1,50
396,Thingl-series-03.tif:0001-0298-0345:99,270.17,1,50
397,Thingl-series-03.tif:0001-0097-0197:100,19920.85,2,50
398,Thingl-series-03.tif:0001-0214-0245:100,20208.56,2,50
399,Thingl-series-03.tif:0001-0250-0231:100,19954.06,2,50
400,Thingl-series-03.tif:0001-0298-0345:100,19648.37,2,50
401,Thingl-series-03.tif:0001-0097-0197:101,636.57,1,51
402,Thingl-series-03.tif:0001-0214-0245:101,527.94,1,51
403,Thingl-series-03.tif:0001-0250-0231:101,509.64,1,51
404,Thingl-series-03.tif:0001-0298-0345:101,268.24,1,51
405,Thingl-series-03.tif:0001-0097-0197:102,19984.76,2,51
406,Thingl-series-03.tif:0001-0214-0245:102,20173.65,2,51
407,Thingl-series-03.tif:0001-0250-0231:102,19975.84,2,51
408,Thingl-series-03.tif:0001-0298-0345:102,19492.95,2,51
409,Thingl-series-03.tif:0001-0097-0197:103,639.00,1,52
410,Thingl-series-03.tif:0001-0214-0245:103,530.49,1,52
411,Thingl-series-03.tif:0001-0250-0231:103,512.30,1,52
412,Thingl-series-03.tif:0001-0298-0345:103,270.29,1,52
413,Thingl-series-03.tif:0001-0097-0197:104,19901.60,2,52
414,Thingl-series-03.tif:0001-0214-0245:104,20244.15,2,52
415,Thingl-series-03.tif:0001-0250-0231:104,19961.03,2,52
416,Thingl-series-03.tif:0001-0298-0345:104,19516.56,2,52
